,Emotion,Text,Clean_Text
231,disgust,&quot;was that a period poop? it definitely smelled like a period poop&quot; #ihatemyfamily,quotwas period poop definitely smelled like period poopquot #ihatemyfamily
232,anger, Waiter ! ,Waiter 
233,fear,Intelligence puts man on the throne. Faith puts God there.     ,Intelligence puts man throne Faith puts God there
234,joy,Getting a part-time job.,Getting parttime job
235,anger," I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! ",believe wedding present  Joanne  hardly use 
236,anger,Nothing would satisfy me more then to see the light leave his eyes and to know he no longer draws breath ,satisfy light leave eyes know longer draws breath
237,anger,"Hoskyns , who only had another year to live , was angry at his university . ",Hoskyns  year live  angry university 
238,surprise,"@mylan4 ik wou jou heel persoonlijk benoemen, dus die is nog in de maak! #Present #wachtmer",  ik wou jou heel persoonlijk benoemen dus die nog de maak #Present #wachtmer
239,fear,of losing the people I love,losing people love
240,fear,The passengers looked horrified . ,passengers looked horrified 
241,joy,Is it just me or does anyone else out there love the smell of their fella post  ,love smell fella post
242,joy,About to bomb this physics test ,bomb physics test
243,joy,good morning world! ,good morning world
244,sadness,"A merciful wave was closing over it , healing her despair . ",merciful wave closing  healing despair 
245,sadness,Relative's death.,Relatives death
246,fear,"☁☾ &quot;FEAR Can Keep Us Up All Night Long, but... F A I T H Makes One Fine Pillow&quot; ~unk  ",☁☾ quotFEAR Night Long but F H Makes Fine Pillowquot ~unk
247,joy,Eating my first candy cane of the season ,Eating candy cane season
248,sadness,"SHE was once considered one of the world 's most beautiful women , but yesterday every line etched on Britt Ekland 's face told a story of personal anguish . ",considered world s beautiful women  yesterday line etched Britt Ekland s face told story personal anguish 
249,fear,Before giving a seminar to a rather large audience.,giving seminar large audience
250,sadness,I wish I was in london so I could go to trafalgar square @Louis_Tomlinson I wish I could meet you all ,wish london trafalgar square   wish meet
251,sadness, yes . It seems she can never accept a childless marriage . We had a fight last night . ,yes  accept childless marriage  fight night 
252,disgust,smh im really sad. the only basketball i have to look forward too is march madness????  ,smh im sad basketball look forward march madness
253,joy,You gotta put some dish detergent in the tub so you can get dat bubble action,gotta dish detergent tub dat bubble action
254,joy,work then working out then homework  ,work working homework
255,anger,"Brazil , for example , was miffed that the summit was n't scheduled for a date after inauguration of its new president next month .",Brazil  example  miffed summit nt scheduled date inauguration new president month 
256,fear,"When my son fell off the cot at the age of 5 months, I became very nervous and thought that it would cause defects in his head.  ",son fell cot age 5 months nervous thought cause defects head
257,joy,So excited to party party tomorrow night with one of my besties miss Emma Rose :) xxxx ,excited party party tomorrow night besties miss Emma Rose :) xxxx
258,fear,I saw the frightened horses on the edge of a steep drop . ,saw frightened horses edge steep drop 
259,fear,"I was physically assaulted and sexually abused about a year ago. Just the feeling that I might not get away intact, or even alive, produced fear.",physically assaulted sexually abused year ago feeling away intact alive produced fear
260,sadness,After the fact that made me ashamed I felt sadness.,fact ashamed felt sadness
261,sadness,"lol can people people stop with the Arashi's FNS mic situation, ok we get the point. anyways, I still can't find TMR's perfs ",lol people people stop Arashis FNS mic situation ok point anyways cant find TMRs perfs
262,sadness,@BanjiGirl I don't even know whats going on. Things have folded. ,  know whats going on Things folded
263,joy,"Pretty excited!  Orgelbau, Dillingen, was chosen (unanimously) to build the new organ for my church! ",Pretty excited Orgelbau Dillingen chosen (unanimously) build new organ church
264,fear,"When I was feeding a premature baby (7 months), the baby chocked. This was when I was working in children's ward I thought I had killed the baby.",feeding premature baby (7 months) baby chocked working childrens ward thought killed baby
265,fear,You're the reason to a lot of my devotion. @Drake,reason lot devotion  
266,disgust,Holy shit I just weighed myself for the first time since before college..  I put on 13 pounds in a semester.. Pure in myself,Holy shit weighed time college 13 pounds semester Pure
267,sadness,At my brothers friends house doing nothing. This is what happens when I come back home ,brothers friends house nothing happens come home
268,sadness, Totally not . Perhaps it's about our marriage . ,Totally  marriage 
269,neutral, Who won ? ,
270,sadness,School shootings need to stop.  I know there is no quick fix to this. But schools are supposed to be safe. ,School shootings need stop know quick fix this schools supposed safe
271,anger,"@RXKitten I did and they didn't really intrigue me.  Plus, the campaign ending was anti-climatic to the nth degree.  Uninstall game.  ",  intrigue me Plus campaign ending anticlimatic nth degree Uninstall game
272,surprise,"Today: eat, work on paper, work on lab, work on paper, finish lab, eat, finish paper.   ",Today: eat work paper work lab work paper finish lab eat finish paper
273,sadness,Sometimes i do wish i had black hair..it is much eaiser to find hair weave  . :(,wish black hairit eaiser find hair weave  :(
274,sadness,My dad made a campfire. We have chocolate and grahmcrackers but no marshmallows...what even is this. &lt;/33 ,dad campfire chocolate grahmcrackers marshmallowswhat this lt/33
275,joy,"So I'm sewing, walk downstairs to make a pot of coffee...and find Christmas decorating in full swing!!! Gotta love daughters! ",Im sewing walk downstairs pot coffeeand find Christmas decorating swing Gotta love daughters
276,surprise,"ok..dus de gouden verf van de action is stiekem zilver..goed om te weten, maar vertel het voortaan van tevoren.  ",okdus de gouden verf van de action stiekem zilvergoed om te weten maar vertel het voortaan van tevoren
277,fear,"` South Africa must be worried how easily we did get through , and close to their line , because they know that Will Carling and Jeremy Guscott are amongst the quickest in the world . ", South Africa worried easily  close line  know Carling Jeremy Guscott quickest world 
278,sadness,Having some massive Busted sesh! Why the fuck did they ever break up! ,massive Busted sesh fuck break up
279,fear,On the edge of slipping and winning... ,edge slipping winning
280,surprise,Too fresh..came home to a new flat screen TV ,freshcame home new flat screen TV
281,neutral, Why ? ,
282,anger,There was really no reason why Star should be cross . ,reason Star cross 
283,surprise,Car was just k9 searched. What the hell? Didn't find anything! ,Car k9 searched hell find anything
284,sadness,"` I am sad we have not been afforded the same welcome given to the Beirut hostages , "" he told a deeply moved audience at the AGM last month . ", sad afforded welcome given Beirut hostages   told deeply moved audience AGM month 
285,joy,"Last course, when I passed with good marks three subjects which I had previously failed.",course passed good marks subjects previously failed
286,fear,"Goodbye, Farewell, So Long.... ",Goodbye Farewell Long
287,fear, YOU A FUCK NIGGA; YOU FEAR the fags CAUSE YOU FEAR them GANGING UP ON YOU &amp; DESTROYIN WHAT YOU SLUTTED FOR. #HARD,FUCK NIGGA FEAR fags CAUSE FEAR GANGING amp DESTROYIN SLUTTED FOR #HARD
288,joy,"Hate trains just ran for one and missed it by a second, saw it drive away, now half hour wait for the next one oh ",Hate trains ran missed second saw drive away half hour wait oh
289,anger,"No lights, no WiFi, no fucking way of making my dinner. ",lights WiFi fucking way making dinner
290,anger,"She turned to Fran , faint annoyance crossing her face . ",turned Fran  faint annoyance crossing face 
291,sadness, pour moi car je n'ai pas beaucoup de followers :'(   ,pour moi car je nai pas beaucoup de followers :(
292,neutral, I won ’ t damage it . ,’ damage 
293,joy," Wow sounds interesting ! Excuse me if I am being a bit nosy but , how old are you ? ",Wow sounds interesting  Excuse bit nosy  old 
294,fear,Don't you turn a blind eye! .. Change what's been programmed inside!!  ,turn blind eye  Change whats programmed inside
